text,label
The earth is actually flat and NASA has been hiding the truth with CGI. 497,0
The local government passed a new bill to improve public transportation infrastructure. 826,1
The upcoming election is seeing record voter registration numbers across the state. 98,1
Scientists have discovered a new exoplanet that could potentially support water. 709,1
Scientists have discovered a new exoplanet that could potentially support water. 412,1
The upcoming election is seeing record voter registration numbers across the state. 279,1
A local man claims he built a time machine out of a microwave and a toaster. 883,0
"Drinking bleach cures all known viruses, says anonymous online doctor. 746",0
The stock market saw a significant increase today following the Federal Reserve's announcement. 73,1
Eating five pounds of chocolate a day is scientifically proven to reverse aging completely. 772,0
Scientists have discovered a new exoplanet that could potentially support water. 838,1
A major tech company unveiled its latest smartphone featuring an advanced AI chip. 755,1
The stock market saw a significant increase today following the Federal Reserve's announcement. 935,1
Aliens have landed in Central Park and are distributing free Wi-Fi routers. 474,0
The local government passed a new bill to improve public transportation infrastructure. 949,1
A major tech company unveiled its latest smartphone featuring an advanced AI chip. 828,1
Scientists have discovered a new exoplanet that could potentially support water. 924,1
Aliens have landed in Central Park and are distributing free Wi-Fi routers. 994,0
A local man claims he built a time machine out of a microwave and a toaster. 858,0
Eating five pounds of chocolate a day is scientifically proven to reverse aging completely. 252,0
The earth is actually flat and NASA has been hiding the truth with CGI. 140,0
The upcoming election is seeing record voter registration numbers across the state. 496,1
Aliens have landed in Central Park and are distributing free Wi-Fi routers. 467,0
"Drinking bleach cures all known viruses, says anonymous online doctor. 700",0
Eating five pounds of chocolate a day is scientifically proven to reverse aging completely. 701,0
A major tech company unveiled its latest smartphone featuring an advanced AI chip. 842,1
Eating five pounds of chocolate a day is scientifically proven to reverse aging completely. 873,0
Aliens have landed in Central Park and are distributing free Wi-Fi routers. 689,0
A local man claims he built a time machine out of a microwave and a toaster. 331,0
Eating five pounds of chocolate a day is scientifically proven to reverse aging completely. 646,0
The upcoming election is seeing record voter registration numbers across the state. 160,1
A local man claims he built a time machine out of a microwave and a toaster. 24,0
"Drinking bleach cures all known viruses, says anonymous online doctor. 962",0
The stock market saw a significant increase today following the Federal Reserve's announcement. 664,1
Eating five pounds of chocolate a day is scientifically proven to reverse aging completely. 862,0
Aliens have landed in Central Park and are distributing free Wi-Fi routers. 856,0
A major tech company unveiled its latest smartphone featuring an advanced AI chip. 354,1
The upcoming election is seeing record voter registration numbers across the state. 125,1
Aliens have landed in Central Park and are distributing free Wi-Fi routers. 155,0
Eating five pounds of chocolate a day is scientifically proven to reverse aging completely. 507,0
A local man claims he built a time machine out of a microwave and a toaster. 243,0
The local government passed a new bill to improve public transportation infrastructure. 344,1
Scientists have discovered a new exoplanet that could potentially support water. 915,1
A major tech company unveiled its latest smartphone featuring an advanced AI chip. 551,1
The upcoming election is seeing record voter registration numbers across the state. 212,1
The stock market saw a significant increase today following the Federal Reserve's announcement. 378,1
Scientists have discovered a new exoplanet that could potentially support water. 195,1
Aliens have landed in Central Park and are distributing free Wi-Fi routers. 537,0
Scientists have discovered a new exoplanet that could potentially support water. 194,1
The stock market saw a significant increase today following the Federal Reserve's announcement. 257,1
Aliens have landed in Central Park and are distributing free Wi-Fi routers. 450,0
A major tech company unveiled its latest smartphone featuring an advanced AI chip. 382,1
Scientists have discovered a new exoplanet that could potentially support water. 859,1
A major tech company unveiled its latest smartphone featuring an advanced AI chip. 52,1
"Drinking bleach cures all known viruses, says anonymous online doctor. 450",0
A major tech company unveiled its latest smartphone featuring an advanced AI chip. 517,1
Eating five pounds of chocolate a day is scientifically proven to reverse aging completely. 740,0
The stock market saw a significant increase today following the Federal Reserve's announcement. 1000,1
The earth is actually flat and NASA has been hiding the truth with CGI. 328,0
Eating five pounds of chocolate a day is scientifically proven to reverse aging completely. 682,0
The upcoming election is seeing record voter registration numbers across the state. 681,1
The local government passed a new bill to improve public transportation infrastructure. 589,1
The local government passed a new bill to improve public transportation infrastructure. 665,1
A major tech company unveiled its latest smartphone featuring an advanced AI chip. 185,1
The stock market saw a significant increase today following the Federal Reserve's announcement. 669,1
The upcoming election is seeing record voter registration numbers across the state. 915,1
Scientists have discovered a new exoplanet that could potentially support water. 91,1
Scientists have discovered a new exoplanet that could potentially support water. 177,1
"Drinking bleach cures all known viruses, says anonymous online doctor. 327",0
The stock market saw a significant increase today following the Federal Reserve's announcement. 182,1
Aliens have landed in Central Park and are distributing free Wi-Fi routers. 892,0
Scientists have discovered a new exoplanet that could potentially support water. 585,1
Scientists have discovered a new exoplanet that could potentially support water. 90,1
The stock market saw a significant increase today following the Federal Reserve's announcement. 213,1
Aliens have landed in Central Park and are distributing free Wi-Fi routers. 244,0
The stock market saw a significant increase today following the Federal Reserve's announcement. 247,1
The local government passed a new bill to improve public transportation infrastructure. 360,1
